CERTNumber,UBPRReportingPeriod,UBPR7316,UBPR7400,UBPR7402,UBPR7408,UBPR7410,UBPR7414,UBPRD486,UBPRD487,UBPRD488,UBPRD490,UBPRD646,UBPRD647,UBPRD648,UBPRD649,UBPRD650,UBPRE001,UBPRE002,UBPRE003,UBPRE004,UBPRE005,UBPRE006,UBPRE008,UBPRE009,UBPRE010,UBPRE012,UBPRE013,UBPRE018,UBPRE019,UBPRE023,UBPRE024,UBPRE025,UBPRE026,UBPRE027,UBPRE084,UBPRE085,UBPRE088,UBPRE089,UBPRE090,UBPRE091,UBPRE093,UBPRE094,UBPRE095,UBPRE097,UBPRE099,UBPRE100,UBPRE101,UBPRE102,UBPRE104,UBPRE106,UBPRE108,UBPRE109,UBPRE110,UBPRE112,UBPRE113,UBPRE114,UBPRE115,UBPRE267,UBPRE272,UBPRE277,UBPRE315,UBPRE316,UBPRE317,UBPRE318,UBPRE319,UBPRE320,UBPRE321,UBPRE322,UBPRE345,UBPRE349,UBPRE350,UBPRE352,UBPRE353,UBPRE354,UBPRE357,UBPRE362,UBPRE363,UBPRE364,UBPRE365,UBPRE370,UBPRE371,UBPRE372,UBPRE373,UBPRE389,UBPRE390,UBPRE393,UBPRE394,UBPRE395,UBPRE396,UBPRE399,UBPRE401,UBPRE405,UBPRE407,UBPRE408,UBPRE410,UBPRE414,UBPRE415,UBPRE416,UBPRE417,UBPRE418,UBPRE419,UBPRE420,UBPRE422,UBPRE423,UBPRE424,UBPRE483,UBPRE484,UBPRE487,UBPRE488,UBPRE491,UBPRE492,UBPRE499,UBPRE500,UBPRE503,UBPRE504,UBPRE507,UBPRE508,UBPRE511,UBPRE512,UBPRE515,UBPRE516,UBPRE519,UBPRE520,UBPRE535,UBPRE536,UBPRE541,UBPRE542,UBPRE543,UBPRE544,UBPRE549,UBPRE553,UBPRE554,UBPRE555,UBPRE556,UBPRE557,UBPRE558,UBPRE559,UBPRE560,UBPRE561,UBPRE562,UBPRE563,UBPRE565,UBPRE566,UBPRE570,UBPRE571,UBPRE572,UBPRE573,UBPRE574,UBPRE575,UBPRE576,UBPRE577,UBPRE578,UBPRE579,UBPRE580,UBPRE581,UBPRE586,UBPRE587,UBPRE594,UBPRE595,UBPRE600,UBPRE624,UBPRE630,UBPRE635,UBPRE637,UBPRE879,UBPRE884,UBPRF897,UBPRJ243,UBPRK440,UBPRK443,UBPRK444,UBPRK447,UBPRR029
8534,9302015,0.0856,0.9515,0,-1.288,-6.5047,4.1887,10.99,30.37,31.33,9.2641,4.0688,110.2012,48.4007,157.0147,68.9613,1.8101,0.1612,1.6489,0.409,1.6629,0.1194,0,0.2757,0.2719,0.1819,0.2719,1.6894,0.4342,1.3451,26.0443,2.5575,11.8207,-6.2731,0.2633,0.4481,80.8031,46.5766,4.6937,4.6147,4.5975,5.3224,6.536,NULL,0.987,0.987,0.9393,1.2343,0.3399,0.1995,0.1316,0.3362,0.4545,0,0,NULL,0.1995,3.8815,0,3.9923,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12.1209,0.174,0.0022,58.3138,96.1015,0.3827,8.6625,3.1038,14.0645,51.8463,88.8642,0,0,0.0061,42.4883,0.4482,0.1817,4.373,0.3479,21.1821,7.5249,0,0,NULL,0.6619,0.2421,4.5547,11.5394,0,0.179,0.5148,63.6703,80.4582,0.2786,10.9684,4.0123,88.9917,0,1.1115,0.8849,0.6084,0.9676,0.0794,0,0.8227,0.5789,0,0,89.1391,0,1.8841,2.9373,0,0.0281,NULL,NULL,0.3253,3.8634,0,0.7514,5.4628,10.7947,0.0124,0.6409,72.3539,2.0588,2.0311,2.0712,1.3117,1.3117,0,0,59.0643,0.0018,15.2873,0,15.2873,70.0877,0.7823,69.3054,77.1994,504.9916,-61.9122,0,0,0,7.8375,0,0,0,29.4711,32.5029,2.5575,0.2303,0,146.642,183.1378,3.5755,10.8641,7.6668,85.344,3.5203,-8.8185,30.37
8546,9302015,5.8136,0.9888,127.7304,0.1197,22.1615,1.7611,7.99,11.92,12.93,91.9126,12.9418,182.9068,25.7543,397.6736,55.9946,3.7409,0.4807,3.2602,0.3317,1.8039,0.1373,0,1.6506,1.6096,1.0894,1.6096,3.5236,0.1654,1.1008,58.6902,-3.8251,1.5394,16.5558,0.2788,0.5363,50.2228,50.5251,5.1442,5.3947,5.1945,5.2362,6.9172,NULL,2.0988,2.0807,1.5829,2.211,0.8326,0.5719,0.4375,1.0855,0.724,NULL,1.2169,NULL,0.6452,7.2079,0,7.7067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5.9767,0,0,26.7239,89.9197,0.1329,16.8664,7.5375,20.7626,7.7004,79.1209,0,8.7295,0,7.9748,0.1665,8.9052,3.8407,638.5,29.0273,0,0.0514,0,NULL,0.1496,0,12.7459,22.4624,3.4981,0.9124,5.5717,37.0022,78.6946,0.5935,18.2676,2.4443,0,0,0,0,0.9194,0,7.5539,0.0368,0,0.224,0,0,0,0,1.1431,0,0,0,NULL,NULL,1.7594,0.0017,0,0.0121,2.0743,26.0248,2.5322,13.0213,57.7678,0.7034,4.0204,3.2356,2.632,2.1573,1.5117,0,27.0817,0,49.7041,5.5218,44.1822,70.7273,19.753,50.9743,52.2516,105.1255,-2.5476,19.6254,0,19.6254,0,0,0,0,74.6158,12.4521,13.7939,2.3956,0,311.173,555.7243,8.4216,11.8079,24.6351,77.502,1.6186,5.8671,11.92
8558,9302015,4.0712,1.9312,0,4.1178,-7.2594,0,14.82,29.4,30.66,2.011,0.6444,10.0896,3.2331,19.823,6.352,3.8329,0.39,3.4429,0.6849,2.9086,0.0571,0,1.1621,1.1773,0.767,1.1773,4.1059,0.1379,2.353,46.6653,8.1671,0,0.714,0.2331,0.7444,70.4641,83.28,4.3712,7.0945,6.072,7.4563,8.4057,7.7697,2.3059,2.1825,2.1073,NULL,1.3298,0.5917,0.5802,0.6513,0.6289,NULL,NULL,NULL,0.5917,1.1808,0,1.2213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12.5471,13.9065,8.815,0,82.5353,0,19.191,4.8691,3.478,14.5118,85.0794,0,0,0,2.6487,0.2117,0.9602,0,NULL,3.2029,0,0,0,0,0,0.4624,0.9602,43.6757,0,14.592,0,5.8515,65.0795,3.4616,4.9245,26.2785,0,0,0,1.2004,0,0.5161,0,0.8333,0,1.1598,0,0,NULL,NULL,0,0.9445,0,0,0,0,0,0,0,1.0384,0,20.4044,0.4364,11.0196,35.3852,1.9533,14.5479,2.3898,0,0,0,0,0,7.9999,39.8251,0,39.8251,49.5565,3.8081,45.7484,42.2412,106.0669,-2.4161,0,0,0,NULL,0,0,0,55.2171,72.5913,8.1671,4.1178,0,64.5714,201.5629,5.7224,14.4075,36.9383,78.9882,6.0917,-36.4528,29.4
8564,9302015,0.4104,1.5579,50.4813,3.1164,-11.307,0,21.84,36.22,37.47,50.2889,19.6761,82.4228,32.2488,160.1019,62.6416,3.8195,0.1631,3.6564,0.1773,2.1437,0.1187,0,1.5713,1.4803,1.037,1.4803,3.7285,0,1.9136,57.5359,3.4044,0,15.304,0.2169,0.3689,55.9175,87.4645,5.5295,5.6845,5.7387,5.4776,5.9896,NULL,1.786,1.5092,1.2667,4.0133,0.7314,0.291,0.2039,0.5072,0.4876,NULL,NULL,NULL,0.291,9.7995,0,10.0406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13.816,0,6.7593,20.5893,97.2057,0,22.8015,7.2291,23.8462,3.48,78.2402,0,0,0,8.0899,0,19.7996,0.8818,NULL,32.4946,0,0,0,NULL,0,0,20.6814,12.9586,1.3504,0,2.6872,40.5845,76.9117,0.0021,21.5841,1.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,7.264,0,0,76.8588,0,5.2192,0,0,0,0,0,19.1818,6.2826,36.7795,0.6414,36.1381,59.4276,6.1187,53.3089,56.6702,154.0812,-19.8908,0,0,0,0,0,0,0,74.0795,25.013,6.875,4.6801,0,109.813,195.3877,5.7908,21.6624,19.4129,76.7696,1.4709,-20.5451,36.22
8569,9302015,4.1075,1.7816,34.7059,4.5889,1.0831,0.1115,9.64,13.62,14.57,0,0,92.5039,13.9028,92.5039,13.9028,3.743,0.3193,3.4238,0.2336,2.7689,0.0981,0,0.7904,0.5295,0.5295,0.5295,3.6118,0.0117,0.978,68.9009,3.6241,0.8541,2.7013,0.3364,0.651,75.7074,69.3316,3.8675,5.269,5.1427,6.1219,7.8802,4.7632,1.1263,0.9701,0.856,NULL,0.4404,0.314,0.1624,0.7028,0.5436,0,2.3221,NULL,0.4305,10.1756,0,10.2308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13.2971,1.1181,0,12.6357,93.6298,0.0473,23.9919,11.7029,16.4241,9.393,85.2818,0,5.0641,0,8.9804,0.0187,0,0,8.7727,0,NULL,0,0,0,0,0.6793,0,11.7687,0,37.593,2.0547,8.9804,60.3968,21.8971,15.3982,1.728,NULL,NULL,0.8097,0,0,0,0,0,0,0.6829,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.0243,0,0,0.1115,NULL,0.0118,0.1283,7.4865,3.4741,0.7075,75.4872,11.1205,11.6459,14.5946,0,0,0,0,13.4605,0,36.9791,7.5406,29.4385,56.839,12.6378,44.2012,62.1571,168.0873,-25.1781,0,0,0,NULL,NULL,0,0,80.9279,79.7171,5.5505,4.681,0,344.8753,419.2178,5.2858,9.478,22.0579,83.5698,1.712,-7.8478,13.62
8604,9302015,5.2772,1.34,20.9205,6.3268,21.1299,0,9.98,11.72,12.89,10.5563,1.3687,55.3219,7.1727,55.3219,7.1727,3.487,0.3391,3.1479,0.1076,2.0345,0,0,1.2211,0.7792,0.7792,0.7792,3.2739,-0.004,1.1784,81.4806,6.2336,0,12.5805,0.2706,0.4238,62.4928,91.331,7.1187,3.9872,4.0836,3.7382,9.1628,3.864,3.8449,3.6983,1.4742,NULL,1.2324,0.5163,0.9264,0.5801,0.5708,0,0.0865,NULL,0.4009,1.365,0,1.365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13.1628,0,0,2.911,95.2261,0,10.6477,11.9121,9.4083,15.7841,67.8727,0,9.7767,12.2799,5.7993,0,0.7275,0,NULL,0,0,0,0,0,0,-0.3524,0.7275,9.4257,0,25.3327,0,5.7993,41.2851,47.9294,8.8692,1.1671,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0.3038,0,7.272,0,3.2918,76.9994,0.3769,10.3905,0.3769,0,0,0,0,1.8192,0,32.8971,4.2119,28.6851,40.2299,7.5833,32.6466,45.1161,137.1433,-12.219,0,0,0,NULL,NULL,0,0,127.6997,0,7.8827,6.3268,0,240.8892,319.4919,3.9496,9.6396,19.4569,67.2092,0.6629,16.5813,11.72
8681,9302015,-4.6633,0.6448,0,4.6664,-13.4099,0,11.16,43.81,45.06,0,0,0,0,0,0,2.6045,0.0697,2.5348,0.0029,1.3303,0.061,0,1.1464,0.7552,0.7552,0.7552,2.639,0.205,1.9751,22.6771,7.2511,0,34.8825,0.0784,0.607,52.4209,59.1985,8.7542,6.9981,0,7.2386,8.0775,6.9905,1.5984,1.5707,1.3114,1.5295,1.3191,0.1113,0.1021,NULL,NULL,NULL,NULL,NULL,0.1113,2.1156,0,2.1156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6.707,3.4827,0.5431,67.636,97.7652,0,19.8291,5.5193,0,62.5622,87.9106,0.1656,0,0,0,0.4685,0,0,NULL,0,NULL,0,NULL,-0.1828,0,1.6765,0,2.8574,0,0,0,0,2.8574,62.9348,14.2396,19.6591,NULL,NULL,0,0,NULL,NULL,0,0,0,4.4629,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,0.8493,0,8.91,2.3212,5.7961,51.7557,3.1939,11.2837,5.5151,27.9363,4.6858,5.7115,0,64.9106,0.562,35.7017,0,35.7017,65.5822,0,65.5822,88.1588,246.9316,-52.4571,50.4337,0,50.4337,NULL,NULL,NULL,0,25.723,26.6697,7.2511,8.9211,0,0,4.9029,0,10.5545,0,87.9106,0,-13.4099,43.81
8693,9302015,6.2286,1.9029,55.7985,8.4639,15.9551,2.3287,16.66,20.42,21.67,48.5489,10.7356,97.3386,21.5245,148.2298,32.7781,4.6739,0.279,4.3949,1.2801,3.2434,0.0575,0.0014,2.3755,2.1704,1.5678,2.1704,4.6159,0.0018,1.7269,77.3207,5.7201,11.5794,4.6313,0.2848,1.0557,57.1522,76.6937,4.1503,5.0269,4.8916,5.6016,6.5504,4.9744,4.6656,3.255,1.0283,0.1732,0.1794,0.3832,0.2459,0.9582,0.657,0.326,0.7794,NULL,0.4131,14.8905,4.4826,19.6424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.05,0,0,14.197,93.2793,0.0522,15.8899,7.0329,22.9446,11.5906,77.0108,0.8263,5.152,0,5.7598,0.0108,6.9276,2.7074,0.7416,11.3625,0,0,0,0,0,-0.0429,9.635,26.2762,3.1083,20.5401,4.8124,17.1223,78.3859,8.8119,8.3653,4.1241,3.2494,0.3101,1.9852,0.4873,7.8521,0.2283,0.1751,0.1592,0,0.0904,0,0.4185,12.5419,0,0,0,21.9996,0.6395,0,0,0,2.3287,0,0.2863,2.3287,14.4578,0,0.4295,75.6969,1.7359,7.3384,1.7359,0,0,0,0.4075,13.3076,0,22.738,1.7977,20.9403,58.3551,10.9819,47.3732,57.032,250.8224,-34.294,0,2.4861,2.4861,0,0,0,5.7785,102.2045,57.0653,12.9411,7.7788,2.4456,191.2572,353.9318,4.5763,16.7219,18.581,71.5506,0.9718,10.9106,20.42
8694,9302015,-9.1636,0.9283,0,1.1457,-8.4054,0,7.67,18.93,19.75,0,0,6.1414,1.8882,58.3747,17.9477,2.4909,0.6581,1.8328,0.1399,1.971,0,0.0095,0.0112,0.0095,0.0095,0.0095,1.9389,0,1.2779,26.0297,0.0972,0,-11.4457,0.3179,0.7248,99.9147,77.8647,7.954,4.4074,4.5408,4.3251,0,4.3244,2.1177,2.1152,0.6436,1.5614,NULL,0.7923,0.4475,1.4105,1.1216,NULL,NULL,NULL,0.7923,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4.3356,0,64.4079,95.1676,0,6.9296,8.2196,13.4544,19.0283,89.8522,0,0,0,0,0,0,0,NULL,15.295,NULL,0,0,0,0,0,0,28.2515,0,26.3514,1.8124,15.295,71.7103,12.3538,7.4564,3.7484,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,0,0,NULL,0,0,16.5275,0.1157,10.6236,68.7428,0.5582,24.6543,0.6739,5.3633,0,0,0,64.2645,0,51.3377,2.8816,48.4561,75.2602,22.9419,52.3183,47.2492,92.036,4.0885,0,0,0,NULL,0,NULL,0,29.0901,23.609,0.0972,-2.4928,0,140.1055,236.3213,4.4494,9.9036,41.6057,89.2376,0.6147,-17.9837,18.93
8718,9302015,21.5699,3.1173,44.3766,14.6308,-16.1003,0.4343,10.38,16.7,17.96,66.3297,13.6034,145.8011,29.9019,215.6831,44.2338,3.5951,0.2596,3.3355,10.7142,11.3491,0.0857,0.0077,2.6226,2.3846,1.7309,2.3846,3.5732,0,2.0118,48.0099,12.4327,6.9493,0.7995,0.4901,7.7417,80.7786,110.2397,4.005,4.9456,5.1344,5.108,3.1116,5.3523,2.6543,1.9905,0.3509,1.2117,0.4155,0.3363,0.1701,0.7783,0.613,0,4.4224,NULL,0.4055,13.4334,0,13.6581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.9943,10.6683,0,7.6222,18.6639,91.7959,0.0195,24.0684,34.6525,8.1754,7.3879,88.1374,0,1.0282,0,10.1466,0,7.3711,4.5089,4.632,12.8148,0,0,0,0,0,0,11.88,16.7609,1.6047,7.4779,7.3657,22.9614,66.4459,11.6657,11.2254,2.2873,0,0,0,0,0,0,0.8511,0,0.0405,0,0,0,0,0,0,0,0,0,0,0,0,0.4343,0,0,0.4343,8.7187,5.5766,0.7309,59.2635,12.8494,15.924,18.426,2.8595,2.813,0.9931,0,17.6242,7.1741,47.6132,1.2025,46.4107,54.0552,3.6489,50.4063,76.2079,160.0563,-28.5947,10.626,0,10.626,0,0,0,0,54.2053,12.7371,22.3515,14.7412,0,188.53,326.9046,4.6166,10.5203,10.6024,84.8866,3.251,-22.0311,16.7
8725,9302015,-0.9596,2.2787,0,1.096,13.2551,0,9.25,13.85,15.11,64.3398,10.1315,124.8462,19.6594,190.1562,29.9437,4.3608,0.3982,3.9625,0.4393,3.9822,0,0,0.4197,0.3887,0.277,0.3887,4.3135,-0.3174,1.9637,63.4098,4.2951,28.1271,6.1058,0.2813,1.4222,90.466,73.9469,3.1917,6.1306,5.0287,13.5261,7.1528,6.7477,3.0751,2.9229,1.4165,2.4776,0.3671,0.5319,0.1119,1.6057,0.7452,0,0,NULL,0.5296,7.4279,0,7.5195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10.7328,0.0101,0,20.0703,89.517,0.7781,15.9945,20.3118,0,22.7904,90.4614,0,0.2968,0,8.9678,0,1.8759,6.5431,NULL,8.4939,0,0,0,0,-2.0894,0,8.4191,37.5739,1.9883,7.1559,0.535,17.4618,71.1457,8.4358,14.0439,6.3638,0,0,0,0.1683,0,0,0,13.4288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9034,0.9376,19.9123,3.3018,13.0411,56.3362,6.9049,16.2706,10.2068,0,0,0,0,21.5993,0,51.6871,2.5137,49.1733,59.6742,11.4841,48.19,59.1777,114.4922,-7.4906,0,0,0,0,0,0,0,71.1062,17.3176,4.2951,0.4883,0,167.8893,452.4846,6.2079,9.065,30.5342,89.631,0.8309,-1.6523,13.85
8730,9302015,37.3141,1.725,56.5217,5.5756,13.9875,0.8286,11.61,14.6,15.54,22.8138,4.1313,319.2431,57.8116,319.2431,57.8116,4.9706,0.3268,4.6439,0.2926,3.8223,0.1444,0,0.9698,0.8739,0.6401,0.8739,4.9854,1.4834,1.0996,60.138,3.0111,10.7982,49.5755,0.304,1.7934,77.4297,60.5318,4.2474,6.8353,6.0993,6.4385,13.7227,NULL,3.1111,2.2504,1.7372,0.3964,1.0908,0.4666,0.2719,0.757,0.7409,0.3527,NULL,NULL,0.4649,2.7358,0,2.9712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,14.1462,3.3582,0,10.6822,91.0132,0,15.9161,16.7395,11.4617,6.1373,87.1511,0.3654,0,0,53.3114,1.5765,3.73,0,1.3271,0,0,-0.1005,1.901,NULL,0,5.046,3.73,11.5299,0,0.088,0,53.3114,68.6593,1.1814,20.6307,9.5286,0,0,5.5332,1.5172,0,0.1443,0,0,3.5239,0.0783,0,0,NULL,NULL,NULL,NULL,0,0.1443,NULL,NULL,0,0.8286,0,0.2168,0.8286,5.7706,0.0706,0.3296,64.5666,1.2455,5.0101,1.3161,0,0,0,0,10.0344,0,22.5008,0,22.5008,57.0467,14.8726,42.174,47.6268,211.6668,-25.126,0,0,0,NULL,NULL,1.901,0,67.2556,71.68,6.9255,5.6402,0,296.857,367.5861,5.7538,12.3276,32.5861,82.8408,4.3096,-22.673,14.6
8760,9302015,5.3217,1.3828,21.2766,10.8204,3.804,1.4428,9.71,12.02,13.25,15.4027,2.302,19.2082,2.8707,76.9864,11.5059,3.5266,0.2998,3.2268,0.4614,2.4072,0,-0.0052,1.2758,1.2251,0.842,1.2251,3.3972,0.1814,1.3861,69.0325,10.2304,6.6738,6.3151,0.2515,0.7729,65.2678,64.3014,4.8065,4.3449,4.0155,5.3723,7.4851,4.3764,2.3418,1.6838,0.9908,0,1.3878,0.3387,0.2057,1.1203,0.9083,NULL,2.0383,NULL,0.3863,12.5909,0,13.7872,0,0,0,0,100,100,0,0,0,7.6888,0.7846,5.2264,10.9215,93.7063,0.1627,12.1798,32.3518,18.1627,5.4432,85.9925,0,2.7671,1.2554,0.136,0.217,1.9259,1.0266,14.6571,9.755,0,0,-0.13,0,-0.0144,-0.3364,2.9525,18.7266,0,29.0075,0.4236,9.8911,61.0012,23.2109,13.4824,2.3054,0,26.5845,1.5494,0,0,0,1.0774,0.2786,1.5625,2.3438,0,47.2367,0,0,0,0,0,0,0,0,1.3482,0.0946,0,0.8781,2.3321,13.495,4.5497,4.1582,71.1177,2.7283,17.1605,7.278,1.497,1.497,0,0,16.1732,0,42.6818,2.7567,39.9251,54.1965,7.6695,46.527,67.2574,157.5787,-24.5756,0,0,0,0,-0.1318,0,0,82.3913,0,12.9953,12.7963,0,260.056,405.7399,3.9253,9.313,16.2312,84.3687,1.6237,-0.0947,12.02
877,9302015,-4.1727,1.0596,0,12.6088,12.1822,7.2474,7.4,10.84,11.61,15.1246,1.8087,100.6525,12.037,154.2375,18.4453,4.3471,0.723,3.624,1.2966,3.8052,0.0071,0,1.1084,1.0966,0.7315,1.0966,4.0921,0.5643,0.7869,65.6055,15.8282,169.1762,4.8954,0.3857,2.3598,77.3304,31.5124,2.8918,6.5427,7.6265,3.8052,6.1933,NULL,2.4387,2.3948,1.7577,2.1997,0.2405,0.7293,0.2854,1.0477,0.9675,NULL,5.0221,NULL,1.0203,6.6137,0,6.6982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16.1546,0,0,8.5373,88.0398,8.7951,20.9262,13.223,4.3282,5.7923,87.446,0,5.3924,0,9.1936,0.7239,1.2081,0.3001,0.1191,7.852,-0.2979,1.1221,0.2504,0,0.3297,-0.2611,1.5081,40.2165,6.8115,6.7222,1.218,17.0455,66.7104,1.4441,24.6362,6.5582,11.3814,0,7.3947,4.113,6.8209,1.7173,8.0095,6.2784,3.6916,2.2662,0,0,66.3102,0,4.7539,0,8.2829,2.932,0,0,0.6375,6.6099,-0.1859,3.8989,18.2244,22.3802,2.0474,3.4356,47.4347,1.3969,10.0794,3.4443,0,0,0.5483,0,8.0606,0,28.2655,5.3413,22.9242,50.7045,16.8215,33.883,46.4802,164.4412,-18.2147,7.4225,0,7.4225,-0.7485,0,0.4642,0,74.2866,83.7794,15.8282,14.7037,0,191.0113,532.0261,5.5238,6.9998,40.7493,85.019,2.4271,-9.8808,10.84
8800,9302015,5.4019,1.7076,67.3394,2.8656,33.96,2.1759,8.77,11.8,13.06,54.5741,7.5488,123.3895,17.0676,138.201,19.1163,4.6097,0.835,3.7748,0.6611,3.1953,0.1966,0,1.044,1.0426,1.0426,1.0426,4.31,0.3435,1.2572,70.0763,3.8312,25.4156,5.2707,0.3355,1.1522,72.0333,47.2632,2.7519,6.7357,6.2136,11.8171,8.1629,NULL,1.2366,1.2366,0.952,1.2446,0,1.1526,0.1615,1.7628,1.4973,NULL,0.6589,NULL,1.0857,0,0,0.0192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6.4499,0,0,13.3069,87.8712,0.5773,19.209,5.1108,0.8254,10.0151,80.0955,0,1.3068,8.9228,10.8911,0.3637,1.6439,8.003,0.7175,2.6672,3.2545,0,0,NULL,0,0.0731,9.647,37.4332,1.763,1.7815,3.0978,13.5583,65.5177,3.9471,3.3284,26.389,0.1169,0.6861,0.7642,0.8449,13.9169,0.9936,0,2.3008,1.7647,0.3529,0,2.2254,0.1501,0.2501,0,3.5047,18.1987,0.221,NULL,NULL,0.4238,1.7521,0.0984,0.6339,2.9476,30.5879,0,4.5315,49.3396,0.4306,2.1524,0.4306,2.5989,1.2351,0,0,12.8009,0,34.2995,25.7915,8.5079,63.9546,32.7832,31.1714,34.0367,99.234,0.2627,0,0,0,3.9028,0,0,0.4018,89.8887,95.6374,11.7303,2.956,0,91.3369,394.1622,6.1987,8.9726,37.1032,71.949,7.832,17.7536,11.8
8811,9302015,1.1365,1.2255,12.3547,4.2177,25.2236,4.0206,8.36,10.37,11.63,66.0939,7.6152,180.6196,20.8107,326.2863,37.5941,4.5711,0.8449,3.7263,0.3055,2.19,0.6419,0.0024,1.2023,0.7318,0.7318,0.7318,3.9361,0.4407,1.6045,80.2574,7.8031,63.7119,-3.7321,0.3417,0.6227,54.3173,56.4916,4.647,5.2292,5.1547,5.9125,5.5113,5.4891,2.6014,2.1448,1.5948,1.9472,0.2014,0.93,0.1588,1.5064,1.3013,NULL,2.5791,NULL,1.1686,12.3608,0,12.9968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3.2462,0.4649,2.4034,4.0998,92.8386,0.1977,19.0397,3.3044,8.0106,11.5076,80.9706,0,10.5066,0,10.6115,0.4436,1.4427,6.7621,0.3999,16.1953,1.7738,0.5048,0.1105,0,0.159,1.7154,8.2048,44.5582,9.7194,4.1139,2.6291,26.8068,86.3128,0.8579,8.4213,0.789,9.9421,0.8559,3.1072,1.9288,6.0759,0.3106,1.8454,0.0742,1.0671,0.3098,0,2.1597,11.71,0.6241,5.124,0.0991,7.6885,0.6691,0,0,0.0089,4.0117,-0.1007,1.118,4.3239,27.6425,1.2447,3.7644,55.3803,0.2884,6.0675,1.5331,1.9863,1.5508,0.0904,0,4.5653,2.5203,28.0832,24.7586,3.3246,45.0625,36.5312,8.5313,42.4916,151.3062,-14.4084,1.0792,0,1.0792,2.1737,0.0233,0.2436,0,98.5305,77.4035,8.903,4.5075,0,292.0935,748.9629,5.1473,8.239,33.2977,75.1601,5.8106,10.9305,10.37
8813,9302015,4.1504,1.4266,11.655,4.6088,16.0123,0.6821,8.81,11.33,12.09,44.2601,5.7236,153.5572,19.8575,319.1106,41.2664,3.9304,0.4586,3.4718,0.4329,2.7879,0.214,0.0027,0.9056,0.5797,0.5797,0.5797,3.8002,0.1573,0.8139,69.805,6.0336,30.7096,8.1234,0.3351,1.0261,71.3981,60.3223,4.437,4.8952,4.8748,4.7837,7.085,13.7281,2.1144,1.7805,1.9583,1.4802,8.3331,0.4574,0.1378,0.8862,0.7762,0.259,3.4946,NULL,0.6839,12.8861,0,13.578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0258,0.4441,0.5057,0,18.4819,90.3187,0.8126,23.7659,6.5345,7.8514,17.1441,84.6784,1.5422,5.0334,0,13.5361,0.1692,1.5969,3.5216,1.3129,21.8325,0,0.1847,0.1045,0,0.4187,1.0766,5.1185,40.0885,8.556,6.6248,0.9306,35.3686,88.131,1.8423,6.3948,1.959,0.04,0,0.8569,1.012,0.9385,1.3457,0,0,0.091,0.4779,0,0,0.0557,0,1.3783,1.2885,0.2063,1.4408,0,0,0.0622,0.6199,0,0.8916,1.9059,22.9173,8.8,3.1276,56.3893,1.5631,21.0589,10.3631,6.2703,4.163,0,0,15.779,0,59.0642,4.7142,54.3499,71.8231,19.0411,52.782,57.3925,97.1698,1.6717,0,0,0,0,0.1692,0,0,82.2005,27.7791,6.8296,6.9932,0,331.0503,687.0733,5.0471,8.4311,28.2889,83.5847,1.0938,6.822,11.33
